mdaV2 539.865046 0 3 0.000000 0 1 0.000000
mdaV2 539.865046 0 3 0.000000 0 1 0.000000
mdaV2 556.865039 0 3 0.000000 0 1 0.000000
mdaV2 556.865039 0 3 0.000000 0 1 0.000000
mdaV2 566.865041 0 3 0.000000 0 1 0.000000
mdaV2 566.865041 0 3 0.000000 0 1 0.000000
mdaV2 782.522488 0 8 0.000000 0 1 0.000000
mdaV2 782.522488 0 8 0.000000 0 1 0.000000
mdaV2 792.908952 0 8 0.000000 0 1 0.000000
mdaV2 792.908952 0 8 0.000000 0 1 0.000000
mdaV2 854.025609 0 9 0.000000 0 1 0.000000
mdaV2 854.025609 0 9 0.000000 0 1 0.000000
mdaV2 864.025609 0 9 0.000000 0 1 0.000000
mdaV2 864.025609 0 9 0.000000 0 1 0.000000
mdaV2 874.025613 0 9 0.000000 0 1 0.000000
mdaV2 874.025613 0 9 0.000000 0 1 0.000000
mdaV2 884.025613 0 10 0.000000 0 1 0.000000
mdaV2 884.025613 0 10 0.000000 0 1 0.000000
mdaV2 894.025614 0 11 0.000000 0 1 0.000000
mdaV2 894.025614 0 11 0.000000 0 1 0.000000
mdaV2 904.025614 0 11 0.000000 0 1 0.000000
mdaV2 904.025614 0 11 0.000000 0 1 0.000000
mdaV2 914.522487 0 12 0.000000 0 1 0.000000
mdaV2 914.522487 0 12 0.000000 0 1 0.000000
mdaV2 924.659282 0 12 0.000000 0 1 0.000000
mdaV2 924.659282 0 12 0.000000 0 1 0.000000
mdaV2 934.659294 0 12 0.000000 0 1 0.000000
mdaV2 934.659294 0 12 0.000000 0 1 0.000000
mdaV2 945.025605 0 12 0.000000 0 1 0.000000
mdaV2 945.025605 0 12 0.000000 0 1 0.000000
mdaV2 955.507742 0 13 0.000000 0 1 0.000000
mdaV2 955.507742 0 13 0.000000 0 1 0.000000
mdaV2 977.507751 0 13 0.000000 0 1 0.000000
mdaV2 977.507751 0 13 0.000000 0 1 0.000000
mdaV2 988.303360 0 15 0.000000 0 1 0.000000
mdaV2 988.303360 0 15 0.000000 0 1 0.000000
mdaV2 998.303361 0 15 0.000000 0 1 0.000000
mdaV2 998.303361 0 15 0.000000 0 1 0.000000
mdaV2 1008.303371 1 15 56.163673 0 1 0.000000
mdaV2 1008.303371 1 15 56.163673 0 1 0.000000
mdaV2 1018.598432 1 15 56.163673 0 1 0.000000
mdaV2 1018.598432 1 15 56.163673 0 1 0.000000
mdaV2 1029.163675 1 15 56.163673 0 1 0.000000
mdaV2 1029.163675 1 15 56.163673 0 1 0.000000
mdaV2 1039.303361 1 15 56.163673 0 1 0.000000
mdaV2 1039.303361 1 15 56.163673 0 1 0.000000
mdaV2 1049.303362 1 15 56.163673 0 1 0.000000
mdaV2 1049.303362 1 15 56.163673 0 1 0.000000
mdaV2 1468.643751 1 21 56.163673 0 2 0.000000
mdaV2 1468.643751 1 21 56.163673 0 2 0.000000
mdaV2 1726.904299 1 26 56.163673 0 2 0.000000
mdaV2 1726.904299 1 26 56.163673 0 2 0.000000
mdaV2 1736.904301 1 26 56.163673 0 2 0.000000
mdaV2 1736.904301 1 26 56.163673 0 2 0.000000
mdaV2 1858.389557 1 31 56.163673 0 2 0.000000
mdaV2 1858.389557 1 31 56.163673 0 2 0.000000
mdaV2 1868.853735 1 31 56.163673 0 2 0.000000
mdaV2 1868.853735 1 31 56.163673 0 2 0.000000
mdaV2 1879.389551 1 31 56.163673 0 2 0.000000
mdaV2 1879.389551 1 31 56.163673 0 2 0.000000
mdaV2 1889.853732 1 31 56.163673 0 2 0.000000
mdaV2 1889.853732 1 31 56.163673 0 2 0.000000
mdaV2 1899.853734 1 31 56.163673 0 2 0.000000
mdaV2 1899.853734 1 31 56.163673 0 2 0.000000
mdaV2 1909.853741 1 31 56.163673 0 2 0.000000
mdaV2 1909.853741 1 31 56.163673 0 2 0.000000
mdaV2 1920.389552 1 31 56.163673 0 2 0.000000
mdaV2 1920.389552 1 31 56.163673 0 2 0.000000
mdaV2 2471.690869 1 34 56.163673 0 2 0.000000
mdaV2 2471.690869 1 34 56.163673 0 2 0.000000
mdaV2 2503.747218 1 34 56.163673 0 2 0.000000
mdaV2 2503.747218 1 34 56.163673 0 2 0.000000
mdaV2 2833.955895 1 39 56.163673 0 3 0.000000
mdaV2 2833.955895 1 39 56.163673 0 3 0.000000
mdaV2 2843.955900 1 39 56.163673 1 3 9.043224
mdaV2 2843.955900 1 39 56.163673 1 3 9.043224
mdaV2 2896.263684 1 41 56.163673 1 3 9.043224
mdaV2 2896.263684 1 41 56.163673 1 3 9.043224
mdaV2 2906.263689 1 41 56.163673 1 3 9.043224
mdaV2 2906.263689 1 41 56.163673 1 3 9.043224
mdaV2 2916.263694 1 41 56.163673 1 3 9.043224
mdaV2 2916.263694 1 41 56.163673 1 3 9.043224
mdaV2 3205.655390 1 43 56.163673 1 3 9.043224
mdaV2 3205.655390 1 43 56.163673 1 3 9.043224
mdaV2 3788.763984 1 50 56.163673 1 3 9.043224
mdaV2 3788.763984 1 50 56.163673 1 3 9.043224
mdaV2 3799.028195 1 50 56.163673 1 3 9.043224
mdaV2 3799.028195 1 50 56.163673 1 3 9.043224
mdaV2 3809.028201 1 50 56.163673 1 3 9.043224
mdaV2 3809.028201 1 50 56.163673 1 3 9.043224
mdaV2 3819.028203 1 50 56.163673 1 3 9.043224
mdaV2 3819.028203 1 50 56.163673 1 3 9.043224
mdaV2 3829.028205 1 50 56.163673 1 3 9.043224
mdaV2 3829.028205 1 50 56.163673 1 3 9.043224
mdaV2 3839.763974 1 50 56.163673 1 3 9.043224
mdaV2 3839.763974 1 50 56.163673 1 3 9.043224
mdaV2 3849.763978 1 50 56.163673 1 3 9.043224
mdaV2 3849.763978 1 50 56.163673 1 3 9.043224
mdaV2 4067.920666 1 54 56.163673 1 3 9.043224
mdaV2 4067.920666 1 54 56.163673 1 3 9.043224
mdaV2 4082.972220 1 55 56.163673 1 3 9.043224
mdaV2 4082.972220 1 55 56.163673 1 3 9.043224
mdaV2 4092.972233 1 55 56.163673 1 3 9.043224
mdaV2 4092.972233 1 55 56.163673 1 3 9.043224
mdaV2 4260.528743 1 58 56.163673 1 4 9.043224
mdaV2 4260.528743 1 58 56.163673 1 4 9.043224
mdaV2 4493.078112 1 62 56.163673 2 4 15.301100
